target_id	length	eff_length	est_counts	tpm
NM_001178148.1	3483	3433	0	0
NM_001178149.1	3825	3775	0	0
NM_001178150.1	621	571	10	1560.07
NM_001178151.1	1929	1879	2.76374	131.024
NM_001178152.1	648	598	1	148.963
NM_001178153.1	597	547	1	162.851
NM_001178154.1	780	730	0	0
NM_001178155.2	1482	1432	0	0
NM_001178156.1	1878	1828	0	0
NM_001178157.1	1185	1135	5	392.422
NM_001178158.2	1218	1168	1	76.2669
NM_001178159.1	768	718	0	0
NM_001178160.1	1200	1150	0	0
NM_001178161.1	1908	1858	1	47.9439
NM_001178162.2	4071	4021	0	0
NM_001178163.1	978	928	0	0
NM_001178164.1	3396	3346	2	53.2455
NM_001178165.2	1002	952	0	0
NM_001178166.1	2514	2464	0	0
NM_001178167.1	1554	1504	1	59.2285
NM_001178168.1	2280	2230	2	79.8921
NM_001178169.1	4308	4258	0	0
NM_001178170.2	921	871	2	204.546
NM_001178171.2	4068	4018	3.44007	76.2669
NM_001178172.1	786	736	0	0
NM_001178173.1	1587	1537	0	0
NM_001178174.1	4416	4366	2	40.8061
NM_001178175.1	354	304	0	0
NM_001178176.1	2283	2233	0	0
NM_001178177.1	1140	1090	0	0
NM_001178178.1	522	472	0	0
NM_001178179.1	870	820	0	0
NM_001178180.1	3009	2959	11	331.151
NM_001178181.1	1110	1060	1	84.0375
NM_001178182.1	804	754	0	0
NM_001178183.1	1503	1453	105	6437.28
NM_001178184.1	810	760	0	0
NM_001178185.1	1743	1693	1	52.6165
NM_001178186.1	2565	2515	1	35.4194
NM_001178187.1	1248	1198	5	371.785
NM_001178188.1	2358	2308	0	0
NM_001178189.1	513	463	0	0
NM_001178191.1	357	307	0	0
NM_001178192.2	1869	1819	0	0
NM_001178193.1	1989	1939	0	0
NM_001178194.1	741	691	1	128.914
NM_001178195.2	3144	3094	0	0
NM_001178196.2	2352	2302	2	77.3933
NM_001178197.1	2142	2092	1	42.5811
NM_001178198.1	543	493	1	180.689
NM_001178199.2	2643	2593	2	68.7078
NM_001178200.1	1509	1459	0	0
NM_001178201.2	639	589	0	0
NM_001178202.2	1149	1099	2	162.111
NM_001178203.1	1254	1204	0	0
NM_001178204.1	1374	1324	0	0
NM_001178205.1	3969	3919	0	0
NM_001178206.2	285	235	0	0
NM_001178208.1	1782	1732	0	0
NM_001178209.1	1620	1570	1	56.7387
NM_001178210.1	1281	1231	0	0
NM_001178211.1	1866	1816	1	49.0527
NM_001178212.1	828	778	0	0
NM_001178213.1	3591	3541	12.2598	308.417
NM_001178214.1	1323	1273	0	0
NM_001178215.2	2130	2080	1	42.8268
NM_001178216.1	921	871	2	204.546
NM_001178217.1	1308	1258	0	0
NM_001178218.2	2925	2875	0	0
NM_001178219.1	168	118	0	0
NM_001178220.2	540	490	0	0
NM_001178221.1	708	658	0	0
NM_001178222.1	705	655	0	0
NM_001178223.1	225	175	0	0
NM_001178224.1	897	847	0	0
NM_001178225.1	705	655	0.5	67.9998
NM_001178226.1	2064	2014	0	0
NM_001178227.1	3567	3517	3	75.985
NM_001178230.1	4614	4564	0	0
NM_001178235.1	300	250	0	0
NM_001178236.1	486	436	0	0
NM_001178239.1	1404	1354	3	197.37
NM_001178241.1	315	265	0	0
NM_001178242.1	396	346	1	257.456
NM_001178243.1	399	349	3	765.728
NM_001178244.1	7482	7432	4	47.9439
NM_001178245.1	2931	2881	1	30.9197
NM_001178246.1	543	493	0	0
NM_001178247.1	3735	3685	1	24.1736
NM_001178248.2	2523	2473	0	0
NM_001178249.1	2031	1981	0	0
NM_001178250.1	843	793	0	0
NM_001178251.1	2280	2230	1	39.9461
NM_001178253.1	1206	1156	0	0
NM_001178254.2	2685	2635	0	0
NM_001178255.1	1581	1531	0	0
NM_001178256.1	1062	1012	0	0
NM_001178257.1	4740	4690	0	0
NM_001178258.1	402	352	0	0
NM_001178259.1	1563	1513	0	0
NM_001178260.1	1725	1675	0	0
NM_001178261.1	435	385	0	0
NM_001178262.1	3402	3352	2	53.1502
NM_001178263.1	2607	2557	3	104.513
NM_001178264.1	2055	2005	0	0
NM_001178265.1	438	388	1	229.587
NM_001178266.1	288	238	0	0
NM_001178267.1	570	520	26.0667	4465.41
NM_001178268.1	321	271	1	328.707
NM_001178269.1	1131	1081	0	0
NM_001178270.1	957	907	1	98.2136
NM_001178271.1	1017	967	0	0
NM_001178272.1	1146	1096	1	81.2771
NM_001178273.1	1038	988	1	90.1617
NM_001178274.1	4542	4492	0	0
NM_001178275.1	2118	2068	0	0
NM_001178276.1	774	724	0	0
NM_001178277.1	3078	3028	0	0
NM_001178278.1	699	649	0	0
NM_001178279.1	1740	1690	2	105.42
NM_001178280.1	660	610	0	0
NM_001178281.1	726	676	1	131.775
NM_001178282.1	1920	1870	0	0
NM_001178283.1	774	724	0	0
NM_001178284.1	369	319	0	0
NM_001178285.1	1374	1324	0	0
NM_001178286.1	1326	1276	0	0
NM_001178287.1	4146	4096	3	65.2439
NM_001178289.1	417	367	0	0
NM_001178290.1	879	829	1	107.454
NM_001178291.1	2007	1957	2	91.037
NM_001178292.1	2496	2446	1	36.4185
NM_001178294.1	1578	1528	0	0
NM_001178295.1	1257	1207	1	73.8026
NM_001178296.2	1407	1357	2	131.289
NM_001178297.2	627	577	0	0
NM_001178298.1	1272	1222	1	72.8967
NM_001178299.1	582	532	0	0
NM_001178300.1	2064	2014	0	0
NM_001178301.1	2091	2041	0	0
NM_001178303.1	3336	3286	0	0
NM_001178304.1	786	736	0	0
NM_001178306.1	3447	3397	0	0
NM_001178307.2	2244	2194	1	40.6015
NM_001178308.2	981	931	0	0
NM_001178309.1	1290	1240	1	71.8385
NM_001178312.1	603	553	29.0526	4679.93
