target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	856	201	13.6827
YDL245C_mRNA	1704	1654	59.3658	2.09147
YBR232C_mRNA	360	310	96.1169	18.0671
YDR320W-B_mRNA	138	88	7	4.63517
YBR021W_mRNA	1902	1852	143	4.49931
YGR014W_mRNA	3921	3871	900	13.5478
YKL119C_mRNA	648	598	767.118	74.75
YPR031W_mRNA	2247	2197	463	12.2801
YKL066W_mRNA	444	394	127	18.7827
YJL076W_mRNA	3570	3520	2552.64	42.2569
YPL174C_mRNA	2607	2557	395	9.00154
YIL003W_mRNA	882	832	526	36.8394
YML066C_mRNA	1110	1060	66	3.62818
YMR129W_mRNA	4014	3964	1280	18.816
YBR140C_mRNA	9279	9229	1569	9.90647
YGR242W_mRNA	309	259	65.1374	14.6549
YKR047W_mRNA	306	256	107.685	24.5112
YKL029C_mRNA	2010	1960	3556.06	105.722
YLR154C-G_mRNA	150	100	20648	12031.7
YPL028W_mRNA	1197	1147	3252	165.211
YDL235C_mRNA	504	454	1167	149.784
YER091C_mRNA	2304	2254	3033	78.4096
YMR121C_mRNA	615	565	11.7821	1.21513
YDR356W_mRNA	2835	2785	2038.04	42.6421
YDR337W_mRNA	861	811	796	57.193
YKL008C_mRNA	1257	1207	1283	61.9398
YER055C_mRNA	894	844	6743	465.545
YFR004W_mRNA	921	871	2045	136.812
YDR108W_mRNA	2097	2047	350	9.96324
YDL200C_mRNA	567	517	258	29.079
YJR134C_mRNA	2124	2074	1879	52.7921
YMR135C_mRNA	1368	1318	655.209	28.9678
YGR012W_mRNA	1182	1132	779	40.0997
YNL244C_mRNA	327	277	1131	237.921
YCR024C-A_mRNA	123	73	180.289	143.912
YOR027W_mRNA	1770	1720	3724	126.163
YBL101C_mRNA	3354	3304	418	7.37202
YLL040C_mRNA	9435	9385	2044	12.691
YDR181C_mRNA	1446	1396	382	15.9451
YML116W-A_mRNA	303	253	132.316	30.4748
YPR096C_mRNA	303	253	11	2.53351
YJL210W_mRNA	816	766	225.619	17.1632
YLR216C_mRNA	1116	1066	3536.06	193.292
YGL118C_mRNA	438	388	2	0.300365
YMR021C_mRNA	1254	1204	239	11.567
YNL079C_mRNA	600	550	10728	1136.6
YBL058W_mRNA	1272	1222	1902	90.6964
YJR127C_mRNA	4143	4093	1070.11	15.2348
YLR088W_mRNA	1845	1795	906	29.4113
YKL128C_mRNA	888	838	1224	85.1114
YLR100W_mRNA	1044	994	1614.44	94.6427
YKL106C-A_mRNA	120	70	1	0.832439
YBR080C_mRNA	2277	2227	1203	31.4772
YOR292C_mRNA	930	880	201	13.3096
YNL219C_mRNA	1668	1618	582	20.9602
YPR179C_mRNA	1968	1918	898	27.2821
YOL062C_mRNA	1476	1426	777	31.7506
YDR540C_mRNA	540	490	82	9.75143
YER087W_mRNA	1731	1681	375.926	13.0312
YOL140W_mRNA	1272	1222	517	24.653
YFL009W_mRNA	2340	2290	932.081	23.7175
YLL004W_mRNA	1851	1801	358	11.583
YKL057C_mRNA	3114	3064	881	16.7547
YPL130W_mRNA	672	622	5	0.468414
YDL046W_mRNA	522	472	561	69.2582
YPL072W_mRNA	1500	1450	142.046	5.70836
YPR150W_mRNA	522	472	17.8027	2.19783
YER180C_mRNA	804	754	206	15.9201
YGL157W_mRNA	1044	994	1193	69.9366
YDR252W_mRNA	450	400	92	13.4023
YLR037C_mRNA	375	325	14.2692	2.5584
YMR307W_mRNA	1680	1630	8196	292.998
YIL116W_mRNA	1158	1108	1091	57.3767
YAL040C_mRNA	1743	1693	711	24.4716
YGL232W_mRNA	870	820	3530	250.848
YHR181W_mRNA	687	637	384	35.1271
YBR051W_mRNA	351	301	65.5718	12.6941
YPL259C_mRNA	1428	1378	1072	45.3311
YDR461C-A_mRNA	243	193	110	33.2113
YJL087C_mRNA	2484	2434	446	10.6774
YIR005W_mRNA	447	397	203	29.7959
YDL080C_mRNA	1830	1780	426	13.9457
YJL209W_mRNA	1965	1915	342	10.4066
YLR286C_mRNA	1689	1639	8199	291.496
YEL044W_mRNA	501	451	464	59.9504
YOR371C_mRNA	2694	2644	668	14.722
YLR071C_mRNA	3249	3199	1094	19.9275
YBL050W_mRNA	879	829	1328	93.3456
YOR025W_mRNA	1344	1294	364	16.3915
YHL001W_mRNA	417	367	2939.19	466.672
YJR042W_mRNA	2235	2185	1572	41.9229
YNL185C_mRNA	477	427	243.64	33.2484
YBR129C_mRNA	987	937	781	48.5693
YKL145W_mRNA	1404	1354	3300	142.019
YIL015W_mRNA	1764	1714	1210	41.1363
YPL018W_mRNA	1110	1060	241	13.2483
YLR160C_mRNA	1089	1039	635.25	35.627
YIL047C_mRNA	2709	2659	963.071	21.1053
YBL039C-A_mRNA	84	34.0145	0	0
YOR061W_mRNA	1020	970	1912	114.859
YJR005C-A_mRNA	282	232	5	1.25583
YLR352W_mRNA	2424	2374	236	5.79271
YDR068W_mRNA	933	883	1996	131.72
YJL128C_mRNA	2007	1957	758	22.5699
YPL228W_mRNA	1650	1600	722	26.2947
YML036W_mRNA	546	496	246	28.9004
YKL114C_mRNA	1104	1054	1431	79.1133
YDR078C_mRNA	672	622	143	13.3966
YCR105W_mRNA	1086	1036	33	1.85611
YJR083C_mRNA	930	880	391	25.8907
YDR248C_mRNA	582	532	320	35.0501
YPL199C_mRNA	723	673	2650	229.446
YNL136W_mRNA	1278	1228	1585	75.211
YLL045C_mRNA	771	721	9187.46	742.524
YOR316C-A_mRNA	210	160	9	3.27773
YNL264C_mRNA	1053	1003	756	43.9209
YLR320W_mRNA	4365	4315	343	4.63195
YBR028C_mRNA	1578	1528	625	23.8346
YKL098W_mRNA	1074	1024	271	15.4213
YBR063C_mRNA	1215	1165	282.579	14.134
YJL052C-A_mRNA	120	70	3	2.49732
YPR060C_mRNA	771	721	1132	91.4875
YLL013C_mRNA	2640	2590	1042	23.4433
YKR067W_mRNA	2232	2182	304	8.11838
YLR040C_mRNA	675	625	103.726	9.67071
YMR093W_mRNA	1542	1492	955	37.298
YIL058W_mRNA	285	235	38	9.4225
YHR136C_mRNA	447	397	993	145.75
YBR078W_mRNA	1290	1240	6439	302.585
YCL054W_mRNA	2526	2476	2635	62.0127
YIL072W_mRNA	1818	1768	49	1.61497
YOR231C-A_mRNA	201	151	0	0
YCR016W_mRNA	873	823	2582	182.813
YEL020C_mRNA	1683	1633	226	8.06441
YPL025C_mRNA	558	508	9	1.03236
YDL136W_mRNA	363	313	7794.64	1451.12
YBR211C_mRNA	975	925	244	15.3709
YJL077W-A_mRNA	87	37.0051	5.66477	8.92014
YOR076C_mRNA	2244	2194	564	14.9794
YDR104C_mRNA	3738	3688	388	6.13044
YBR279W_mRNA	1338	1288	2571	116.315
YLR067C_mRNA	2898	2848	247	5.05368
YHR219W_mRNA	1875	1825	990.024	31.6107
YGR249W_mRNA	1371	1321	314	13.8509
YLR456W_mRNA	615	565	113	11.6541
YGR283C_mRNA	1026	976	558	33.3146
YDL027C_mRNA	1263	1213	331.812	15.9398
YKR023W_mRNA	1593	1543	678	25.6044
YGR028W_mRNA	1089	1039	462	25.9106
YCL001W-A_mRNA	462	412	16	2.26294
YDR052C_mRNA	2115	2065	1019.79	28.7768
YFR035C_mRNA	345	295	93.0033	18.3708
YJL102W_mRNA	2460	2410	186	4.49724
YNL336W_mRNA	1146	1096	239.167	12.7158
YGL006W_mRNA	3522	3472	936	15.7089
YDR217C_mRNA	3930	3880	989	14.853
YMR194C-A_mRNA	225	175	18	5.99356
YKL033W_mRNA	3117	3067	446	8.47367
YOR223W_mRNA	879	829	351	24.6719
YOR032W-A_mRNA	201	151	6	2.31539
YBR260C_mRNA	2001	1951	538	16.0685
YLR359W_mRNA	1449	1399	6887	286.855
YHR062C_mRNA	882	832	399	27.9447
YDR022C_mRNA	591	541	315	33.9284
YDR459C_mRNA	1125	1075	220	11.9252
YNL184C_mRNA	327	277	56.36	11.8561
YDR293C_mRNA	3753	3703	1521	23.9346
YPL195W_mRNA	2799	2749	1959	41.5251
YMR173W_mRNA	1293	1243	2418.73	113.388
YDR374W-A_mRNA	270	220	71	18.8056
YAL007C_mRNA	648	598	1439	140.22
YGL235W_mRNA	537	487	8.26069	0.988412
YGL134W_mRNA	1302	1252	324	15.0796
YER001W_mRNA	2289	2239	802	20.8723
YDR366C_mRNA	399	349	8312.88	1387.96
YHR023W_mRNA	5787	5737	3344	33.965
YDR430C_mRNA	2970	2920	613.766	12.2482
YGR002C_mRNA	1431	1381	656	27.6797
YNL220W_mRNA	1302	1252	4791	222.983
YBR109W-A_mRNA	225	175	12	3.99571
YHR110W_mRNA	639	589	530	52.4338
YKL136W_mRNA	399	349	121.706	20.3206
YLL067C_mRNA	3618	3568	6.63862	0.108419
YPL078C_mRNA	735	685	1406	119.604
YBR073W_mRNA	2877	2827	1261	25.992
YPL119C_mRNA	1854	1804	149	4.81283
YOR135C_mRNA	342	292	559.208	111.594
YPL212C_mRNA	1635	1585	1795	65.9912
YGL179C_mRNA	1683	1633	245	8.7424
YNL159C_mRNA	870	820	416	29.5617
YFR048W_mRNA	1989	1939	445	13.3731
YDR016C_mRNA	285	235	128	31.739
YKL215C_mRNA	3861	3811	643	9.83156
YML035C_mRNA	2433	2383	1531	37.4371
YDL059C_mRNA	717	667	103	8.99833
YOR257W_mRNA	486	436	895	119.615
YNL144C_mRNA	2223	2173	351	9.41235
YIL172C_mRNA	1770	1720	43.7943	1.48368
YOR301W_mRNA	1308	1258	631	29.228
YHR157W_mRNA	549	499	12	1.4013
YPR152C_mRNA	1398	1348	376	16.2536
YDR442W_mRNA	393	343	11.9884	2.03666
YPL008W_mRNA	2586	2536	318	7.30682
YMR086C-A_mRNA	339	289	62.4767	12.5971
YGL032C_mRNA	264	214	378	102.927
YEL077C_mRNA	3834	3784	475.35	7.32003
YGR174W-A_mRNA	87	37.0051	0	0
YOR148C_mRNA	558	508	324	37.1648
YHL048W_mRNA	1146	1096	558.166	29.6759
YDR114C_mRNA	303	253	36	8.29149
YDR194W-A_mRNA	153	103	0	0
YML062C_mRNA	1179	1129	1330	68.6449
YPR085C_mRNA	1332	1282	375	17.0449
YBL095W_mRNA	813	763	117.437	8.96869
YAR028W_mRNA	705	655	405	36.03
YGR054W_mRNA	1929	1879	1658	51.4172
YOR096W_mRNA	573	523	13664.1	1522.4
YMR022W_mRNA	498	448	400	52.0274
YCR027C_mRNA	630	580	239	24.0116
YDL183C_mRNA	963	913	132	8.42469
YJL225W-A_mRNA	483	433	71.3838	9.60644
YNL278W_mRNA	3183	3133	368	6.84444
YLR395C_mRNA	237	187	178	55.4663
YDR446W_mRNA	909	859	13	0.881862
YKL023W_mRNA	834	784	844	62.7302
YPL106C_mRNA	2082	2032	17893	513.109
YOR366W_mRNA	354	304	0	0
YIR021W_mRNA	1092	1042	139.924	7.82482
YJL175W_mRNA	513	463	29.2613	3.68267
YLL022C_mRNA	1158	1108	968	50.908
YDR441C_mRNA	546	496	221	25.9634
YPR002C-A_mRNA	198	148	1752.16	689.863
YOR299W_mRNA	2241	2191	894.898	23.8003
YLR047C_mRNA	2061	2011	193	5.59237
YMR082C_mRNA	357	307	0	0
YEL023C_mRNA	2049	1999	293	8.54093
YDR411C_mRNA	1026	976	605	36.1207
YKL025C_mRNA	2040	1990	677	19.8238
YLR225C_mRNA	1224	1174	683	33.9003
YPR029C_mRNA	2499	2449	1487	35.3812
YDR088C_mRNA	1149	1099	482	25.5564
YFL004W_mRNA	2487	2437	3982	95.213
YDR369C_mRNA	2565	2515	339	7.85439
YGL090W_mRNA	1266	1216	324	15.5261
YLR297W_mRNA	390	340	44	7.54092
YDR094W_mRNA	336	286	21.4954	4.37955
YNL027W_mRNA	2037	1987	782	22.9329
YAL064C-A_mRNA	381	331	30.4836	5.36647
YJL083W_mRNA	1815	1765	299	9.87136
YKL171W_mRNA	2787	2737	565	12.0289
YOR353C_mRNA	2376	2326	583	14.6053
YJR132W_mRNA	3147	3097	953	17.9309
YLR255C_mRNA	354	304	40	7.6672
YMR013W-A_mRNA	81	31.038	21	39.4254
YNL144W-A_mRNA	84	34.0145	0	0
YPL060W_mRNA	1242	1192	189	9.23924
YNL333W_mRNA	897	847	83.1538	5.7207
YCL038C_mRNA	1587	1537	266	10.0846
YBL035C_mRNA	2118	2068	352	9.91842
YJL092W_mRNA	3525	3475	925	15.5109
YGL010W_mRNA	525	475	38	4.66166
YML076C_mRNA	2835	2785	346	7.23938
YDR379W_mRNA	3030	2980	772	15.0956
YDL029W_mRNA	1176	1126	3051	157.89
YDR205W_mRNA	2175	2125	297	8.14419
YJL031C_mRNA	984	934	1010.42	63.0383
YLR016C_mRNA	615	565	929	95.8115
YOL116W_mRNA	1149	1099	297	15.7474
YGR019W_mRNA	1416	1366	384	16.3806
YKL096C-B_mRNA	150	100	10	5.82707
YMR137C_mRNA	1986	1936	249	7.49453
YLR034C_mRNA	1422	1372	235	9.98078
YOL041C_mRNA	1380	1330	3221	141.12
YDL198C_mRNA	903	853	543	37.0938
YPR076W_mRNA	375	325	52.033	9.32923
