target_id	length	eff_length	est_counts	tpm
NM_001178148.1	3483	3433	1	23.8897
NM_001178149.1	3825	3775	0	0
NM_001178150.1	621	571	14	2010.83
NM_001178151.1	1929	1879	3.98362	173.874
NM_001178152.1	648	598	3	411.438
NM_001178153.1	597	547	0	0
NM_001178154.1	780	730	0	0
NM_001178155.2	1482	1432	0	0
NM_001178156.1	1878	1828	0	0
NM_001178157.1	1185	1135	3	216.775
NM_001178158.2	1218	1168	0	0
NM_001178159.1	768	718	0	0
NM_001178160.1	1200	1150	0	0
NM_001178161.1	1908	1858	4	176.563
NM_001178162.2	4071	4021	0	0
NM_001178163.1	978	928	0	0
NM_001178164.1	3396	3346	1	24.5109
NM_001178165.2	1002	952	0	0
NM_001178166.1	2514	2464	1	33.2846
NM_001178167.1	1554	1504	1	54.5301
NM_001178168.1	2280	2230	2	73.5546
NM_001178169.1	4308	4258	1	19.261
NM_001178170.2	921	871	2	188.32
NM_001178171.2	4068	4018	1	20.4115
NM_001178172.1	786	736	0	0
NM_001178173.1	1587	1537	0	0
NM_001178174.1	4416	4366	0	0
NM_001178175.1	354	304	0	0
NM_001178176.1	2283	2233	0	0
NM_001178177.1	1140	1090	0	0
NM_001178178.1	522	472	0	0
NM_001178179.1	870	820	0	0
NM_001178180.1	3009	2959	7	194.016
NM_001178181.1	1110	1060	0	0
NM_001178182.1	804	754	0	0
NM_001178183.1	1503	1453	84	4741.31
NM_001178184.1	810	760	0	0
NM_001178185.1	1743	1693	0	0
NM_001178186.1	2565	2515	2	65.2193
NM_001178187.1	1248	1198	4	273.834
NM_001178188.1	2358	2308	0	0
NM_001178189.1	513	463	2	354.269
NM_001178191.1	357	307	0	0
NM_001178192.2	1869	1819	0	0
NM_001178193.1	1989	1939	0	0
NM_001178194.1	741	691	0	0
NM_001178195.2	3144	3094	1	26.5072
NM_001178196.2	2352	2302	0	0
NM_001178197.1	2142	2092	0	0
NM_001178198.1	543	493	0	0
NM_001178199.2	2643	2593	0	0
NM_001178200.1	1509	1459	2	112.424
NM_001178201.2	639	589	0	0
NM_001178202.2	1149	1099	1	74.6254
