target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	856	191	13.6281
YDL245C_mRNA	1704	1654	50.1595	1.85223
YBR232C_mRNA	360	310	76.5897	15.0898
YDR320W-B_mRNA	138	88	4	2.77622
YBR021W_mRNA	1902	1852	117	3.85852
YGR014W_mRNA	3921	3871	840	13.2535
YKL119C_mRNA	648	598	805.485	82.2682
YPR031W_mRNA	2247	2197	476	13.2328
YKL066W_mRNA	444	394	119	18.447
YJL076W_mRNA	3570	3520	2308.42	40.0543
YPL174C_mRNA	2607	2557	436	10.4143
YIL003W_mRNA	882	832	479	35.1632
YML066C_mRNA	1110	1060	50	2.88098
YMR129W_mRNA	4014	3964	1222	18.8284
YBR140C_mRNA	9279	9229	1447	9.57613
YGR242W_mRNA	309	259	44.2263	10.4293
YKR047W_mRNA	306	256	56.389	13.4533
YKL029C_mRNA	2010	1960	3393.3	105.741
YLR154C-G_mRNA	150	100	15848	9679.45
YPL028W_mRNA	1197	1147	3198	170.291
YDL235C_mRNA	504	454	1186	159.553
YER091C_mRNA	2304	2254	2661	72.1053
YMR121C_mRNA	615	565	10.5971	1.14555
YDR356W_mRNA	2835	2785	2292.41	50.274
YDR337W_mRNA	861	811	963	72.5239
YKL008C_mRNA	1257	1207	1287	65.1249
YER055C_mRNA	894	844	6578	476.022
YFR004W_mRNA	921	871	2214	155.251
YDR108W_mRNA	2097	2047	313	9.33905
YDL200C_mRNA	567	517	243	28.7073
YJR134C_mRNA	2124	2074	1984	58.4264
YMR135C_mRNA	1368	1318	592.959	27.478
YGR012W_mRNA	1182	1132	775	41.8149
YNL244C_mRNA	327	277	1254	276.499
YCR024C-A_mRNA	123	73	138	115.46
YOR027W_mRNA	1770	1720	3552	126.131
YBL101C_mRNA	3354	3304	439	8.11522
YLL040C_mRNA	9435	9385	1707	11.109
YDR181C_mRNA	1446	1396	455	19.9068
YML116W-A_mRNA	303	253	130.031	31.3907
YPR096C_mRNA	303	253	13	3.13833
YJL210W_mRNA	816	766	247.749	19.7542
YLR216C_mRNA	1116	1066	3312.39	189.784
YGL118C_mRNA	438	388	1	0.157414
YMR021C_mRNA	1254	1204	283	14.3561
YNL079C_mRNA	600	550	10527	1169.01
YBL058W_mRNA	1272	1222	2041	102.011
YJR127C_mRNA	4143	4093	987.077	14.7294
YLR088W_mRNA	1845	1795	988	33.6177
YKL128C_mRNA	888	838	1235	90.0117
YLR100W_mRNA	1044	994	1625.5	99.8793
YKL106C-A_mRNA	120	70	0	0
YBR080C_mRNA	2277	2227	1289	35.3516
YOR292C_mRNA	930	880	190	13.187
YNL219C_mRNA	1668	1618	599	22.6112
YPR179C_mRNA	1968	1918	913	29.0736
YOL062C_mRNA	1476	1426	814	34.8643
YDR540C_mRNA	540	490	84	10.4703
YER087W_mRNA	1731	1681	400.977	14.5689
YOL140W_mRNA	1272	1222	476	23.7909
YFL009W_mRNA	2340	2290	884.78	23.598
YLL004W_mRNA	1851	1801	413	14.0059
YKL057C_mRNA	3114	3064	886	17.6612
YPL130W_mRNA	672	622	1	0.0981941
YDL046W_mRNA	522	472	564	72.9816
YPL072W_mRNA	1500	1450	150.32	6.33175
YPR150W_mRNA	522	472	6.62535	0.857319
YER180C_mRNA	804	754	233	18.8739
YGL157W_mRNA	1044	994	1188	72.9972
YDR252W_mRNA	450	400	99	15.1165
YLR037C_mRNA	375	325	14.549	2.73418
YMR307W_mRNA	1680	1630	8272	309.955
YIL116W_mRNA	1158	1108	1153	63.5573
YAL040C_mRNA	1743	1693	553	19.9501
YGL232W_mRNA	870	820	3412	254.139
YHR181W_mRNA	687	637	365	34.9969
YBR051W_mRNA	351	301	37.5624	7.62188
YPL259C_mRNA	1428	1378	1178	52.2122
YDR461C-A_mRNA	243	193	140	44.3044
YJL087C_mRNA	2484	2434	454	11.3923
YIR005W_mRNA	447	397	246	37.8461
YDL080C_mRNA	1830	1780	517	17.7397
YJL209W_mRNA	1965	1915	351	11.1947
YLR286C_mRNA	1689	1639	7980	297.372
YEL044W_mRNA	501	451	426	57.6911
YOR371C_mRNA	2694	2644	655	15.1306
YLR071C_mRNA	3249	3199	1157	22.09
YBL050W_mRNA	879	829	1182	87.0841
YOR025W_mRNA	1344	1294	385	18.172
YHL001W_mRNA	417	367	3125.68	520.182
YJR042W_mRNA	2235	2185	1572	43.9417
YNL185C_mRNA	477	427	233.423	33.3881
YBR129C_mRNA	987	937	774	50.4519
YKL145W_mRNA	1404	1354	3377	152.331
YIL015W_mRNA	1764	1714	1261	44.9345
YPL018W_mRNA	1110	1060	283	16.3063
YLR160C_mRNA	1089	1039	645.25	37.9305
YIL047C_mRNA	2709	2659	978.203	22.4691
YBL039C-A_mRNA	84	34.0145	0	0
YOR061W_mRNA	1020	970	1977	124.483
YJR005C-A_mRNA	282	232	2	0.526524
YLR352W_mRNA	2424	2374	234	6.0202
YDR068W_mRNA	933	883	1885	130.385
YJL128C_mRNA	2007	1957	750	23.407
YPL228W_mRNA	1650	1600	691	26.3775
YML036W_mRNA	546	496	234	28.8144
YKL114C_mRNA	1104	1054	1449	83.9661
YDR078C_mRNA	672	622	141	13.8454
YCR105W_mRNA	1086	1036	42	2.47608
YJR083C_mRNA	930	880	312	21.6545
YDR248C_mRNA	582	532	327	37.5415
YPL199C_mRNA	723	673	2554	231.783
