target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	856	116	10.807
YDL245C_mRNA	1704	1654	37.7163	1.8185
YBR232C_mRNA	360	310	87.6447	22.5468
YDR320W-B_mRNA	138	88	2	1.81246
YBR021W_mRNA	1902	1852	70	3.01424
YGR014W_mRNA	3921	3871	1058	21.7963
YKL119C_mRNA	648	598	564.338	75.2589
YPR031W_mRNA	2247	2197	310	11.2526
YKL066W_mRNA	444	394	89	18.0142
YJL076W_mRNA	3570	3520	2101.23	47.6049
YPL174C_mRNA	2607	2557	337	10.5104
YIL003W_mRNA	882	832	324	31.0557
YML066C_mRNA	1110	1060	38	2.85889
YMR129W_mRNA	4014	3964	962	19.3536
YBR140C_mRNA	9279	9229	1321	11.4148
YGR242W_mRNA	309	259	26.2109	8.07053
YKR047W_mRNA	306	256	42.8898	13.3609
YKL029C_mRNA	2010	1960	2113.45	85.9917
YLR154C-G_mRNA	150	100	15286	12190.3
YPL028W_mRNA	1197	1147	1855	128.974
YDL235C_mRNA	504	454	693	121.73
YER091C_mRNA	2304	2254	1694	59.9349
YMR121C_mRNA	615	565	491.365	69.3548
YDR356W_mRNA	2835	2785	1198.06	34.3063
YDR337W_mRNA	861	811	453	44.5449
YKL008C_mRNA	1257	1207	924	61.0499
YER055C_mRNA	894	844	4746	448.441
YFR004W_mRNA	921	871	1532	140.269
YDR108W_mRNA	2097	2047	204	7.94754
YDL200C_mRNA	567	517	145	22.3665
YJR134C_mRNA	2124	2074	1206	46.3723
YMR135C_mRNA	1368	1318	358.134	21.6696
YGR012W_mRNA	1182	1132	374	26.3479
YNL244C_mRNA	327	277	1403	403.923
YCR024C-A_mRNA	123	73	131	143.11
YOR027W_mRNA	1770	1720	2547	118.092
YBL101C_mRNA	3354	3304	341	8.23066
YLL040C_mRNA	9435	9385	1277	10.8512
YDR181C_mRNA	1446	1396	258	14.7385
YML116W-A_mRNA	303	253	102.19	32.2112
YPR096C_mRNA	303	253	6	1.89126
YJL210W_mRNA	816	766	131.158	13.6548
YLR216C_mRNA	1116	1066	1823.21	136.395
YGL118C_mRNA	438	388	2	0.411073
YMR021C_mRNA	1254	1204	155	10.2666
YNL079C_mRNA	600	550	6765	980.901
YBL058W_mRNA	1272	1222	1393	90.9076
YJR127C_mRNA	4143	4093	782.589	15.248
YLR088W_mRNA	1845	1795	631	28.034
YKL128C_mRNA	888	838	752	71.5639
YLR100W_mRNA	1044	994	984.36	78.9747
YKL106C-A_mRNA	120	70	0	0
YBR080C_mRNA	2277	2227	896	32.0854
YOR292C_mRNA	930	880	144	13.0497
YNL219C_mRNA	1668	1618	487	24.0033
YPR179C_mRNA	1968	1918	562	23.3673
YOL062C_mRNA	1476	1426	535	29.9195
YDR540C_mRNA	540	490	49	7.97481
YER087W_mRNA	1731	1681	190.635	9.0439
YOL140W_mRNA	1272	1222	276	18.0118
YFL009W_mRNA	2340	2290	568.955	19.8136
YLL004W_mRNA	1851	1801	253	11.2028
YKL057C_mRNA	3114	3064	743	19.3384
YPL130W_mRNA	672	622	2	0.256425
YDL046W_mRNA	522	472	396	66.9073
YPL072W_mRNA	1500	1450	124.798	6.86373
YPR150W_mRNA	522	472	5.07681	0.857767
YER180C_mRNA	804	754	183	19.3553
YGL157W_mRNA	1044	994	699	56.0804
YDR252W_mRNA	450	400	69	13.7565
YLR037C_mRNA	375	325	7.55556	1.85397
YMR307W_mRNA	1680	1630	7135	349.081
YIL116W_mRNA	1158	1108	719	51.7499
YAL040C_mRNA	1743	1693	874	41.1694
YGL232W_mRNA	870	820	2227	216.584
YHR181W_mRNA	687	637	273	34.1778
YBR051W_mRNA	351	301	22.7524	6.0281
YPL259C_mRNA	1428	1378	662	38.3115
YDR461C-A_mRNA	243	193	64	26.445
YJL087C_mRNA	2484	2434	386	12.647
YIR005W_mRNA	447	397	121	24.3061
YDL080C_mRNA	1830	1780	339	15.188
YJL209W_mRNA	1965	1915	230	9.5781
YLR286C_mRNA	1689	1639	4735	230.389
YEL044W_mRNA	501	451	295	52.1634
YOR371C_mRNA	2694	2644	446	13.4522
YLR071C_mRNA	3249	3199	794	19.7937
YBL050W_mRNA	879	829	785	75.5154
YOR025W_mRNA	1344	1294	327	20.1527
YHL001W_mRNA	417	367	2887.63	627.475
YJR042W_mRNA	2235	2185	1103	40.2573
YNL185C_mRNA	477	427	185.131	34.5757
YBR129C_mRNA	987	937	745	63.407
YKL145W_mRNA	1404	1354	1987	117.031
YIL015W_mRNA	1764	1714	910	42.34
YPL018W_mRNA	1110	1060	107	8.05004
YLR160C_mRNA	1089	1039	388	29.7808
YIL047C_mRNA	2709	2659	676.965	20.3034
YBL039C-A_mRNA	84	34.0145	0	0
YOR061W_mRNA	1020	970	1273	104.659
YJR005C-A_mRNA	282	232	8	2.74993
YLR352W_mRNA	2424	2374	185	6.21457
YDR068W_mRNA	933	883	1245	112.442
YJL128C_mRNA	2007	1957	556	22.6571
YPL228W_mRNA	1650	1600	499	24.8714
YML036W_mRNA	546	496	135	21.7056
YKL114C_mRNA	1104	1054	944	71.4252
YDR078C_mRNA	672	622	100	12.8212
YCR105W_mRNA	1086	1036	32	2.46326
YJR083C_mRNA	930	880	233	21.1151
YDR248C_mRNA	582	532	118	17.6885
YPL199C_mRNA	723	673	1689	200.14
YNL136W_mRNA	1278	1228	1004	65.2012
YLL045C_mRNA	771	721	6694.94	740.512
YOR316C-A_mRNA	210	160	1	0.498426
YNL264C_mRNA	1053	1003	501	39.8343
YLR320W_mRNA	4365	4315	262	4.84218
YBR028C_mRNA	1578	1528	387	20.198
YKL098W_mRNA	1074	1024	169	13.1615
YBR063C_mRNA	1215	1165	147.414	10.091
YJL052C-A_mRNA	120	70	1	1.13926
YPR060C_mRNA	771	721	801	88.5967
YLL013C_mRNA	2640	2590	684	21.0609
YKR067W_mRNA	2232	2182	194	7.09034
YLR040C_mRNA	675	625	78.655	10.0361
YMR093W_mRNA	1542	1492	648	34.6359
YIL058W_mRNA	285	235	30	10.1806
YHR136C_mRNA	447	397	272	54.6385
YBR078W_mRNA	1290	1240	5614	361.053
YCL054W_mRNA	2526	2476	2148	69.1837
YIL072W_mRNA	1818	1768	33	1.48851
YOR231C-A_mRNA	201	151	0	0
YCR016W_mRNA	873	823	1768	171.318
YEL020C_mRNA	1683	1633	132	6.44626
YPL025C_mRNA	558	508	5	0.784922
YDL136W_mRNA	363	313	6537.45	1665.65
YBR211C_mRNA	975	925	179	15.4323
YJL077W-A_mRNA	87	37.0051	3.46117	7.45901
YOR076C_mRNA	2244	2194	355	12.9036
YDR104C_mRNA	3738	3688	275	5.94651
YBR279W_mRNA	1338	1288	1708	105.753
YLR067C_mRNA	2898	2848	180	5.04026
YHR219W_mRNA	1875	1825	916.661	40.0559
YGR249W_mRNA	1371	1321	178	10.7458
YLR456W_mRNA	615	565	63	8.89226
YGR283C_mRNA	1026	976	378	30.886
YDL027C_mRNA	1263	1213	265.109	17.4295
YKR023W_mRNA	1593	1543	489	25.2734
YGR028W_mRNA	1089	1039	285	21.8751
YCL001W-A_mRNA	462	412	6	1.16138
YDR052C_mRNA	2115	2065	821.533	31.7267
YFR035C_mRNA	345	295	62.7443	16.9618
YJL102W_mRNA	2460	2410	156	5.16212
YNL336W_mRNA	1146	1096	177.035	12.8815
YGL006W_mRNA	3522	3472	791	18.1684
YDR217C_mRNA	3930	3880	769	15.8057
YMR194C-A_mRNA	225	175	22	10.0255
YKL033W_mRNA	3117	3067	278	7.22855
YOR223W_mRNA	879	829	239	22.9913
YOR032W-A_mRNA	201	151	3	1.5844
YBR260C_mRNA	2001	1951	384	15.6962
YLR359W_mRNA	1449	1399	5700	324.921
YHR062C_mRNA	882	832	253	24.2503
YDR022C_mRNA	591	541	161	23.7328
YDR459C_mRNA	1125	1075	130	9.64395
YNL184C_mRNA	327	277	45.8693	13.2057
YDR293C_mRNA	3753	3703	1508	32.4764
YPL195W_mRNA	2799	2749	1307	37.9159
YMR173W_mRNA	1293	1243	1160.24	74.4384
YDR374W-A_mRNA	270	220	28	10.1498
YAL007C_mRNA	648	598	1178	157.096
YGL235W_mRNA	537	487	0	0
YGL134W_mRNA	1302	1252	209	13.3126
YER001W_mRNA	2289	2239	525	18.6993
YDR366C_mRNA	399	349	7098.23	1621.98
YHR023W_mRNA	5787	5737	2292	31.8603
YDR430C_mRNA	2970	2920	403.768	11.0273
YGR002C_mRNA	1431	1381	410	23.6761
YNL220W_mRNA	1302	1252	3542	225.613
YBR109W-A_mRNA	225	175	8	3.64563
YHR110W_mRNA	639	589	332	44.9514
YKL136W_mRNA	399	349	99.9054	22.8288
YLL067C_mRNA	3618	3568	0.000193645	4.32814e-06
YPL078C_mRNA	735	685	767	89.2946
YBR073W_mRNA	2877	2827	868	24.4858
YPL119C_mRNA	1854	1804	106	4.68586
YOR135C_mRNA	342	292	192.063	52.4543
YPL212C_mRNA	1635	1585	1322	66.5154
YGL179C_mRNA	1683	1633	122	5.95791
YNL159C_mRNA	870	820	324	31.5102
YFR048W_mRNA	1989	1939	315	12.9555
YDR016C_mRNA	285	235	108	36.6502
YKL215C_mRNA	3861	3811	424	8.87252
YML035C_mRNA	2433	2383	937	31.3571
YDL059C_mRNA	717	667	89	10.641
YOR257W_mRNA	486	436	690	126.207
YNL144C_mRNA	2223	2173	200.133	7.34478
YIL172C_mRNA	1770	1720	20.7726	0.963126
YOR301W_mRNA	1308	1258	395	25.0401
YHR157W_mRNA	549	499	8	1.27853
YPR152C_mRNA	1398	1348	207	12.2462
YDR442W_mRNA	393	343	5.07094	1.179
YPL008W_mRNA	2586	2536	269	8.45908
YMR086C-A_mRNA	339	289	46.1125	12.7245
YGL032C_mRNA	264	214	248	92.4183
YEL077C_mRNA	3834	3784	434.42	9.15543
YGR174W-A_mRNA	87	37.0051	1	2.15506
YOR148C_mRNA	558	508	208	32.6528
YHL048W_mRNA	1146	1096	281.737	20.5
YDR114C_mRNA	303	253	30	9.4563
YDR194W-A_mRNA	153	103	0	0
YML062C_mRNA	1179	1129	1038	73.3202
YPR085C_mRNA	1332	1282	291	18.1019
YBL095W_mRNA	813	763	52.5989	5.49759
YAR028W_mRNA	705	655	187	22.7678
YGR054W_mRNA	1929	1879	1308	55.5138
YOR096W_mRNA	573	523	11402.9	1738.74
YMR022W_mRNA	498	448	313	55.7169
YCR027C_mRNA	630	580	184	25.2994
YDL183C_mRNA	963	913	97	8.47269
YJL225W-A_mRNA	483	433	33.5185	6.17329
YNL278W_mRNA	3183	3133	284	7.229
YLR395C_mRNA	237	187	141	60.1309
YDR446W_mRNA	909	859	5	0.464191
YKL023W_mRNA	834	784	462	46.9944
YPL106C_mRNA	2082	2032	11816	463.732
YOR366W_mRNA	354	304	0	0
YIR021W_mRNA	1092	1042	91.3107	6.98834
YJL175W_mRNA	513	463	19.9372	3.43403
YLL022C_mRNA	1158	1108	529	38.0747
YDR441C_mRNA	546	496	140	22.5095
YPR002C-A_mRNA	198	148	1389.42	748.67
YOR299W_mRNA	2241	2191	744.734	27.1069
YLR047C_mRNA	2061	2011	134	5.3139
YMR082C_mRNA	357	307	0	0
YEL023C_mRNA	2049	1999	217	8.657
YDR411C_mRNA	1026	976	391	31.9483
YKL025C_mRNA	2040	1990	516	20.6784
YLR225C_mRNA	1224	1174	543	36.8852
YPR029C_mRNA	2499	2449	1066	34.7127
YDR088C_mRNA	1149	1099	330	23.9462
YFL004W_mRNA	2487	2437	2020	66.1022
YDR369C_mRNA	2565	2515	227	7.19794
YGL090W_mRNA	1266	1216	192	12.5918
YLR297W_mRNA	390	340	27	6.33294
YDR094W_mRNA	336	286	6.74195	1.87992
YNL027W_mRNA	2037	1987	675	27.0911
YAL064C-A_mRNA	381	331	24.6589	5.94109
YJL083W_mRNA	1815	1765	256	11.5669
YKL171W_mRNA	2787	2737	347	10.1106
YOR353C_mRNA	2376	2326	375	12.8571
YJR132W_mRNA	3147	3097	740	19.0551
YLR255C_mRNA	354	304	29	7.60755
YMR013W-A_mRNA	81	31.038	34	87.3586
YNL144W-A_mRNA	84	34.0145	0.867271	2.03334
YPL060W_mRNA	1242	1192	113	7.56001
YNL333W_mRNA	897	847	38.7391	3.64743
YCL038C_mRNA	1587	1537	115	5.96684
YBL035C_mRNA	2118	2068	273	10.5277
YJL092W_mRNA	3525	3475	717	16.4545
YGL010W_mRNA	525	475	35	5.87617
YML076C_mRNA	2835	2785	286	8.18957
YDR379W_mRNA	3030	2980	558	14.9327
YDL029W_mRNA	1176	1126	1791	126.846
YDR205W_mRNA	2175	2125	246	9.23201
YJL031C_mRNA	984	934	659.95	56.3487
YLR016C_mRNA	615	565	606	85.5351
YOL116W_mRNA	1149	1099	201	14.5854
YGR019W_mRNA	1416	1366	160	9.34092
YKL096C-B_mRNA	150	100	13	10.3673
YMR137C_mRNA	1986	1936	155	6.38479
YLR034C_mRNA	1422	1372	184	10.6951
YOL041C_mRNA	1380	1330	2139	128.257
YDL198C_mRNA	903	853	508	47.4936
YPR076W_mRNA	375	325	32.4871	7.97163
YHR118C_mRNA	1308	1258	249	15.7848
YJL097W_mRNA	654	604	420	55.454
YDL120W_mRNA	525	475	399	66.9884
YLR292C_mRNA	582	532	728	109.129
YPR170W-B_mRNA	258	208	942.164	361.23
YKR091W_mRNA	741	691	163	18.8118
YPR016C_mRNA	738	688	862	99.9169
YNL103W_mRNA	2019	1969	509	20.6154
YAL012W_mRNA	1185	1135	2620	184.088
YJL148W_mRNA	702	652	1158	141.638
YER039C-A_mRNA	219	169	13	6.13447
YKL162C-A_mRNA	153	103	1	0.774253
YDR421W_mRNA	2853	2803	308	8.7629
YGL051W_mRNA	705	655	45.8182	5.57849
YER058W_mRNA	324	274	66	19.2094
YNL243W_mRNA	2907	2857	1323	36.9292
YGL220W_mRNA	363	313	149	37.9631
YDL186W_mRNA	834	784	77.7533	7.90903
YER110C_mRNA	3342	3292	3312	80.2326
YLL027W_mRNA	753	703	263	29.8346
YER135C_mRNA	393	343	15	3.48753
YOL060C_mRNA	2121	2071	423	16.2885
YCL051W_mRNA	1752	1702	252	11.8076
YBL049W_mRNA	417	367	35	7.6054
YOL102C_mRNA	693	643	288	35.7192
YGR065C_mRNA	1782	1732	118	5.43318
YMR292W_mRNA	417	367	239	51.934
YBL021C_mRNA	435	385	113	23.4066
YPR026W_mRNA	3636	3586	155	3.447
YLR421C_mRNA	471	421	952	180.333
YHR054W-A_mRNA	195	145	438.016	240.903
YPR154W_mRNA	648	598	487	64.9453
YAL058W_mRNA	1509	1459	313.33	17.1264
YDR119W-A_mRNA	201	151	9	4.7532
YJR055W_mRNA	495	445	107	19.1754
YMR273C_mRNA	2748	2698	652	19.272
YHL008C_mRNA	1884	1834	257	11.1752
YNL212W_mRNA	2349	2299	958	33.2313
YDR429C_mRNA	825	775	8226	846.462
YCL027W_mRNA	1539	1489	130	6.96256
YCR030C_mRNA	2613	2563	662	20.5982
YGR048W_mRNA	1086	1036	414	31.8684
YPL249C_mRNA	2685	2635	636	19.2485
YLR165C_mRNA	765	715	91	10.1498
YDR220C_mRNA	294	244	2	0.653673
YDR263C_mRNA	1293	1243	64	4.1061
YBR187W_mRNA	843	793	1579	158.792
YOR244W_mRNA	1338	1288	449	27.8004
YBR201C-A_mRNA	204	154	27	13.9818
YBR074W_mRNA	2931	2881	754	20.8712
YDL195W_mRNA	3822	3772	2913	61.587
YDR007W_mRNA	675	625	310.697	39.6439
YOL014W_mRNA	375	325	256	62.817
YLR059C_mRNA	810	760	674	70.724
YML130C_mRNA	1692	1642	1197	58.1355
