target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	856	1	91.5939
YDL245C_mRNA	1704	1654	0	0
YBR232C_mRNA	360	310	0	0
YDR320W-B_mRNA	138	88	0	0
YBR021W_mRNA	1902	1852	0	0
YGR014W_mRNA	3921	3871	0	0
YKL119C_mRNA	648	598	1.77976	233.346
YPR031W_mRNA	2247	2197	0	0
YKL066W_mRNA	444	394	0	0
YJL076W_mRNA	3570	3520	3	66.8219
YPL174C_mRNA	2607	2557	0	0
YIL003W_mRNA	882	832	0	0
YML066C_mRNA	1110	1060	0	0
YMR129W_mRNA	4014	3964	0	0
YBR140C_mRNA	9279	9229	3	25.4863
YGR242W_mRNA	309	259	0	0
YKR047W_mRNA	306	256	0	0
YKL029C_mRNA	2010	1960	2.79202	111.687
YLR154C-G_mRNA	150	100	13	10192.6
YPL028W_mRNA	1197	1147	9	615.204
YDL235C_mRNA	504	454	1	172.697
YER091C_mRNA	2304	2254	1	34.7845
YMR121C_mRNA	615	565	0	0
YDR356W_mRNA	2835	2785	3	84.4571
YDR337W_mRNA	861	811	1	96.6762
YKL008C_mRNA	1257	1207	2	129.916
YER055C_mRNA	894	844	8	743.169
YFR004W_mRNA	921	871	1	90.0165
YDR108W_mRNA	2097	2047	1	38.3021
YDL200C_mRNA	567	517	0	0
YJR134C_mRNA	2124	2074	2	75.6069
YMR135C_mRNA	1368	1318	1	59.4874
YGR012W_mRNA	1182	1132	0	0
YNL244C_mRNA	327	277	3	849.145
YCR024C-A_mRNA	123	73	0	0
YOR027W_mRNA	1770	1720	3	136.752
YBL101C_mRNA	3354	3304	0	0
YLL040C_mRNA	9435	9385	2	16.7084
YDR181C_mRNA	1446	1396	0	0
YML116W-A_mRNA	303	253	0	0
YPR096C_mRNA	303	253	0	0
YJL210W_mRNA	816	766	0	0
YLR216C_mRNA	1116	1066	2	147.1
YGL118C_mRNA	438	388	0	0
YMR021C_mRNA	1254	1204	1	65.1199
YNL079C_mRNA	600	550	6	855.32
YBL058W_mRNA	1272	1222	2	128.321
YJR127C_mRNA	4143	4093	1	19.1557
YLR088W_mRNA	1845	1795	0	0
YKL128C_mRNA	888	838	1	93.5613
YLR100W_mRNA	1044	994	1	78.8776
YKL106C-A_mRNA	120	70	0	0
YBR080C_mRNA	2277	2227	0	0
YOR292C_mRNA	930	880	0	0
YNL219C_mRNA	1668	1618	0	0
YPR179C_mRNA	1968	1918	0	0
YOL062C_mRNA	1476	1426	0	0
YDR540C_mRNA	540	490	1	160.009
YER087W_mRNA	1731	1681	0	0
YOL140W_mRNA	1272	1222	0	0
YFL009W_mRNA	2340	2290	1	34.2377
YLL004W_mRNA	1851	1801	0	0
YKL057C_mRNA	3114	3064	1	25.5889
YPL130W_mRNA	672	622	0	0
YDL046W_mRNA	522	472	1	166.111
YPL072W_mRNA	1500	1450	0	0
YPR150W_mRNA	522	472	0	0
YER180C_mRNA	804	754	0	0
YGL157W_mRNA	1044	994	1	78.8776
YDR252W_mRNA	450	400	0	0
YLR037C_mRNA	375	325	0	0
YMR307W_mRNA	1680	1630	3	144.303
YIL116W_mRNA	1158	1108	2	141.524
YAL040C_mRNA	1743	1693	0	0
YGL232W_mRNA	870	820	1	95.6151
YHR181W_mRNA	687	637	0	0
YBR051W_mRNA	351	301	0	0
YPL259C_mRNA	1428	1378	0	0
YDR461C-A_mRNA	243	193	0	0
YJL087C_mRNA	2484	2434	0	0
YIR005W_mRNA	447	397	0	0
YDL080C_mRNA	1830	1780	0	0
YJL209W_mRNA	1965	1915	0	0
YLR286C_mRNA	1689	1639	5	239.184
YEL044W_mRNA	501	451	0	0
YOR371C_mRNA	2694	2644	0	0
YLR071C_mRNA	3249	3199	1	24.509
YBL050W_mRNA	879	829	0	0
YOR025W_mRNA	1344	1294	0	0
