target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	856	0	0
YDL245C_mRNA	1704	1654	0	0
YBR232C_mRNA	360	310	0	0
YDR320W-B_mRNA	138	88	0	0
YBR021W_mRNA	1902	1852	0	0
YGR014W_mRNA	3921	3871	1	20.442
YKL119C_mRNA	648	598	0	0
YPR031W_mRNA	2247	2197	1	36.0178
YKL066W_mRNA	444	394	0	0
YJL076W_mRNA	3570	3520	1	22.4804
YPL174C_mRNA	2607	2557	0	0
YIL003W_mRNA	882	832	0	0
YML066C_mRNA	1110	1060	0	0
YMR129W_mRNA	4014	3964	0	0
YBR140C_mRNA	9279	9229	1	8.57419
YGR242W_mRNA	309	259	0	0
YKR047W_mRNA	306	256	0	0
YKL029C_mRNA	2010	1960	1	40.373
YLR154C-G_mRNA	150	100	15	11869.7
YPL028W_mRNA	1197	1147	1	68.9897
YDL235C_mRNA	504	454	2	348.595
YER091C_mRNA	2304	2254	1	35.107
YMR121C_mRNA	615	565	0	0
YDR356W_mRNA	2835	2785	1	28.4133
YDR337W_mRNA	861	811	1	97.5723
YKL008C_mRNA	1257	1207	4	262.241
YER055C_mRNA	894	844	5	468.787
YFR004W_mRNA	921	871	0	0
YDR108W_mRNA	2097	2047	1	38.6571
YDL200C_mRNA	567	517	1	153.058
YJR134C_mRNA	2124	2074	1	38.1539
YMR135C_mRNA	1368	1318	0	0
YGR012W_mRNA	1182	1132	1	69.9039
YNL244C_mRNA	327	277	1	285.672
YCR024C-A_mRNA	123	73	1	1083.99
YOR027W_mRNA	1770	1720	1	46.0065
YBL101C_mRNA	3354	3304	0	0
YLL040C_mRNA	9435	9385	0	0
YDR181C_mRNA	1446	1396	0	0
YML116W-A_mRNA	303	253	1	312.771
YPR096C_mRNA	303	253	0	0
YJL210W_mRNA	816	766	0	0
YLR216C_mRNA	1116	1066	2	148.464
YGL118C_mRNA	438	388	0	0
YMR021C_mRNA	1254	1204	0	0
YNL079C_mRNA	600	550	7	1007.12
YBL058W_mRNA	1272	1222	1	64.7555
YJR127C_mRNA	4143	4093	1	19.3333
YLR088W_mRNA	1845	1795	0	0
YKL128C_mRNA	888	838	4	377.714
YLR100W_mRNA	1044	994	2.99955	238.791
YKL106C-A_mRNA	120	70	0	0
YBR080C_mRNA	2277	2227	0	0
YOR292C_mRNA	930	880	1	89.9218
YNL219C_mRNA	1668	1618	1	48.9068
YPR179C_mRNA	1968	1918	0	0
YOL062C_mRNA	1476	1426	2	110.983
YDR540C_mRNA	540	490	0	0
YER087W_mRNA	1731	1681	0	0
YOL140W_mRNA	1272	1222	0	0
YFL009W_mRNA	2340	2290	2	69.1102
YLL004W_mRNA	1851	1801	0	0
YKL057C_mRNA	3114	3064	0	0
YPL130W_mRNA	672	622	0	0
YDL046W_mRNA	522	472	0	0
YPL072W_mRNA	1500	1450	0	0
YPR150W_mRNA	522	472	0	0
YER180C_mRNA	804	754	0	0
YGL157W_mRNA	1044	994	1	79.6088
YDR252W_mRNA	450	400	0	0
YLR037C_mRNA	375	325	0	0
YMR307W_mRNA	1680	1630	3.29293	159.861
YIL116W_mRNA	1158	1108	0	0
YAL040C_mRNA	1743	1693	0	0
YGL232W_mRNA	870	820	5	482.507
YHR181W_mRNA	687	637	1	124.225
YBR051W_mRNA	351	301	0	0
YPL259C_mRNA	1428	1378	2	114.849
YDR461C-A_mRNA	243	193	0	0
YJL087C_mRNA	2484	2434	0	0
YIR005W_mRNA	447	397	0	0
YDL080C_mRNA	1830	1780	0	0
YJL209W_mRNA	1965	1915	0	0
YLR286C_mRNA	1689	1639	8	386.241
YEL044W_mRNA	501	451	0	0
YOR371C_mRNA	2694	2644	1	29.9286
YLR071C_mRNA	3249	3199	1	24.7362
YBL050W_mRNA	879	829	0	0
YOR025W_mRNA	1344	1294	0	0
YHL001W_mRNA	417	367	0	0
YJR042W_mRNA	2235	2185	1	36.2156
YNL185C_mRNA	477	427	0	0
YBR129C_mRNA	987	937	0	0
YKL145W_mRNA	1404	1354	4	233.77
YIL015W_mRNA	1764	1714	0	0
YPL018W_mRNA	1110	1060	1	74.652
YLR160C_mRNA	1089	1039	0.25	19.0402
YIL047C_mRNA	2709	2659	1	29.7597
YBL039C-A_mRNA	84	34.0145	0.876758	2039.68
YOR061W_mRNA	1020	970	1	81.5785
YJR005C-A_mRNA	282	232	0	0
YLR352W_mRNA	2424	2374	0	0
YDR068W_mRNA	933	883	2	179.233
YJL128C_mRNA	2007	1957	4	161.74
YPL228W_mRNA	1650	1600	0	0
YML036W_mRNA	546	496	0	0
YKL114C_mRNA	1104	1054	2	150.154
YDR078C_mRNA	672	622	0	0
YCR105W_mRNA	1086	1036	0	0
YJR083C_mRNA	930	880	0	0
YDR248C_mRNA	582	532	0	0
YPL199C_mRNA	723	673	2	235.159
YNL136W_mRNA	1278	1228	1	64.4391
YLL045C_mRNA	771	721	2.22531	244.232
YOR316C-A_mRNA	210	160	0	0
YNL264C_mRNA	1053	1003	1	78.8945
YLR320W_mRNA	4365	4315	0	0
YBR028C_mRNA	1578	1528	1	51.7874
YKL098W_mRNA	1074	1024	0	0
YBR063C_mRNA	1215	1165	0	0
YJL052C-A_mRNA	120	70	0	0
YPR060C_mRNA	771	721	1	109.752
YLL013C_mRNA	2640	2590	1	30.5526
YKR067W_mRNA	2232	2182	0	0
YLR040C_mRNA	675	625	0	0
YMR093W_mRNA	1542	1492	1	53.037
YIL058W_mRNA	285	235	0	0
YHR136C_mRNA	447	397	3	597.969
YBR078W_mRNA	1290	1240	5	319.077
YCL054W_mRNA	2526	2476	0	0
YIL072W_mRNA	1818	1768	0	0
YOR231C-A_mRNA	201	151	0	0
YCR016W_mRNA	873	823	1	96.1497
YEL020C_mRNA	1683	1633	0	0
YPL025C_mRNA	558	508	0	0
YDL136W_mRNA	363	313	6.75	1706.5
YBR211C_mRNA	975	925	0	0
YJL077W-A_mRNA	87	37.0051	0	0
YOR076C_mRNA	2244	2194	0	0
YDR104C_mRNA	3738	3688	0	0
YBR279W_mRNA	1338	1288	2	122.874
YLR067C_mRNA	2898	2848	0	0
YHR219W_mRNA	1875	1825	0.00185587	0.0804698
YGR249W_mRNA	1371	1321	1	59.9025
YLR456W_mRNA	615	565	0	0
YGR283C_mRNA	1026	976	0	0
YDL027C_mRNA	1263	1213	0	0
YKR023W_mRNA	1593	1543	0	0
YGR028W_mRNA	1089	1039	0	0
YCL001W-A_mRNA	462	412	0	0
YDR052C_mRNA	2115	2065	0	0
YFR035C_mRNA	345	295	0	0
YJL102W_mRNA	2460	2410	0	0
YNL336W_mRNA	1146	1096	0	0
YGL006W_mRNA	3522	3472	0	0
YDR217C_mRNA	3930	3880	0	0
YMR194C-A_mRNA	225	175	0	0
YKL033W_mRNA	3117	3067	1	25.8008
YOR223W_mRNA	879	829	0	0
YOR032W-A_mRNA	201	151	0	0
YBR260C_mRNA	2001	1951	0	0
YLR359W_mRNA	1449	1399	3	169.688
YHR062C_mRNA	882	832	0	0
YDR022C_mRNA	591	541	1	146.268
YDR459C_mRNA	1125	1075	1	73.6104
YNL184C_mRNA	327	277	0	0
YDR293C_mRNA	3753	3703	0	0
YPL195W_mRNA	2799	2749	0	0
YMR173W_mRNA	1293	1243	4	254.646
YDR374W-A_mRNA	270	220	0	0
YAL007C_mRNA	648	598	3	396.979
YGL235W_mRNA	537	487	0	0
YGL134W_mRNA	1302	1252	1	63.2038
YER001W_mRNA	2289	2239	0	0
YDR366C_mRNA	399	349	5	1133.68
YHR023W_mRNA	5787	5737	3	41.3794
YDR430C_mRNA	2970	2920	0	0
YGR002C_mRNA	1431	1381	1	57.2999
YNL220W_mRNA	1302	1252	2	126.408
YBR109W-A_mRNA	225	175	0	0
YHR110W_mRNA	639	589	0	0
YKL136W_mRNA	399	349	0	0
YLL067C_mRNA	3618	3568	0	0
YPL078C_mRNA	735	685	1	115.52
YBR073W_mRNA	2877	2827	1	27.9912
YPL119C_mRNA	1854	1804	1	43.8643
YOR135C_mRNA	342	292	0	0
YPL212C_mRNA	1635	1585	1	49.925
YGL179C_mRNA	1683	1633	1	48.4575
YNL159C_mRNA	870	820	0	0
YFR048W_mRNA	1989	1939	0	0
YDR016C_mRNA	285	235	0	0
YKL215C_mRNA	3861	3811	0	0
YML035C_mRNA	2433	2383	0	0
YDL059C_mRNA	717	667	0	0
YOR257W_mRNA	486	436	0	0
YNL144C_mRNA	2223	2173	1	36.4156
YIL172C_mRNA	1770	1720	0	0
YOR301W_mRNA	1308	1258	1	62.9024
YHR157W_mRNA	549	499	0	0
YPR152C_mRNA	1398	1348	0	0
YDR442W_mRNA	393	343	0	0
YPL008W_mRNA	2586	2536	0	0
YMR086C-A_mRNA	339	289	0	0
YGL032C_mRNA	264	214	0	0
YEL077C_mRNA	3834	3784	0	0
YGR174W-A_mRNA	87	37.0051	0	0
YOR148C_mRNA	558	508	1	155.77
YHL048W_mRNA	1146	1096	1	72.2
YDR114C_mRNA	303	253	0	0
YDR194W-A_mRNA	153	103	0	0
YML062C_mRNA	1179	1129	2	140.179
YPR085C_mRNA	1332	1282	0	0
YBL095W_mRNA	813	763	0	0
YAR028W_mRNA	705	655	0	0
YGR054W_mRNA	1929	1879	2	84.2269
YOR096W_mRNA	573	523	14	2118.23
YMR022W_mRNA	498	448	1	176.632
YCR027C_mRNA	630	580	1	136.433
YDL183C_mRNA	963	913	0	0
YJL225W-A_mRNA	483	433	0	0
YNL278W_mRNA	3183	3133	0	0
YLR395C_mRNA	237	187	0	0
YDR446W_mRNA	909	859	0	0
YKL023W_mRNA	834	784	2	201.865
YPL106C_mRNA	2082	2032	13	506.253
YOR366W_mRNA	354	304	0	0
YIR021W_mRNA	1092	1042	0	0
YJL175W_mRNA	513	463	0	0
YLL022C_mRNA	1158	1108	1	71.418
YDR441C_mRNA	546	496	0	0
YPR002C-A_mRNA	198	148	1.24531	665.832
YOR299W_mRNA	2241	2191	1	36.1165
YLR047C_mRNA	2061	2011	0	0
YMR082C_mRNA	357	307	0	0
YEL023C_mRNA	2049	1999	0	0
YDR411C_mRNA	1026	976	0	0
YKL025C_mRNA	2040	1990	0	0
YLR225C_mRNA	1224	1174	0	0
YPR029C_mRNA	2499	2449	0	0
YDR088C_mRNA	1149	1099	0	0
YFL004W_mRNA	2487	2437	4	129.883
YDR369C_mRNA	2565	2515	0	0
YGL090W_mRNA	1266	1216	0	0
YLR297W_mRNA	390	340	0	0
YDR094W_mRNA	336	286	0	0
YNL027W_mRNA	2037	1987	0	0
YAL064C-A_mRNA	381	331	0	0
YJL083W_mRNA	1815	1765	0	0
YKL171W_mRNA	2787	2737	0	0
YOR353C_mRNA	2376	2326	0	0
YJR132W_mRNA	3147	3097	1	25.5509
YLR255C_mRNA	354	304	0	0
YMR013W-A_mRNA	81	31.038	0	0
YNL144W-A_mRNA	84	34.0145	0	0
YPL060W_mRNA	1242	1192	1	66.3852
YNL333W_mRNA	897	847	0	0
YCL038C_mRNA	1587	1537	0	0
YBL035C_mRNA	2118	2068	0	0
YJL092W_mRNA	3525	3475	0	0
YGL010W_mRNA	525	475	0	0
YML076C_mRNA	2835	2785	0	0
YDR379W_mRNA	3030	2980	1	26.5541
YDL029W_mRNA	1176	1126	4	281.105
YDR205W_mRNA	2175	2125	0	0
YJL031C_mRNA	984	934	1	84.7229
YLR016C_mRNA	615	565	1	140.055
YOL116W_mRNA	1149	1099	1	72.0029
YGR019W_mRNA	1416	1366	0	0
YKL096C-B_mRNA	150	100	0	0
YMR137C_mRNA	1986	1936	0	0
YLR034C_mRNA	1422	1372	0	0
YOL041C_mRNA	1380	1330	3	178.491
YDL198C_mRNA	903	853	1	92.7681
YPR076W_mRNA	375	325	0	0
YHR118C_mRNA	1308	1258	0	0
YJL097W_mRNA	654	604	1	131.012
YDL120W_mRNA	525	475	0	0
YLR292C_mRNA	582	532	0	0
YPR170W-B_mRNA	258	208	0	0
YKR091W_mRNA	741	691	0	0
YPR016C_mRNA	738	688	2	230.032
YNL103W_mRNA	2019	1969	0	0
YAL012W_mRNA	1185	1135	3	209.157
YJL148W_mRNA	702	652	2	242.734
YER039C-A_mRNA	219	169	0	0
YKL162C-A_mRNA	153	103	0	0
YDR421W_mRNA	2853	2803	1	28.2309
YGL051W_mRNA	705	655	0.5	60.4055
YER058W_mRNA	324	274	0	0
YNL243W_mRNA	2907	2857	2	55.3946
YGL220W_mRNA	363	313	0	0
YDL186W_mRNA	834	784	0	0
YER110C_mRNA	3342	3292	3	72.1122
YLL027W_mRNA	753	703	0	0
YER135C_mRNA	393	343	0	0
YOL060C_mRNA	2121	2071	0	0
YCL051W_mRNA	1752	1702	0	0
YBL049W_mRNA	417	367	0	0
YOL102C_mRNA	693	643	0	0
YGR065C_mRNA	1782	1732	2	91.3755
YMR292W_mRNA	417	367	0	0
YBL021C_mRNA	435	385	0	0
YPR026W_mRNA	3636	3586	0	0
YLR421C_mRNA	471	421	0	0
YHR054W-A_mRNA	195	145	1	545.732
YPR154W_mRNA	648	598	1	132.326
YAL058W_mRNA	1509	1459	2	108.473
YDR119W-A_mRNA	201	151	0	0
YJR055W_mRNA	495	445	0	0
YMR273C_mRNA	2748	2698	1	29.3296
YHL008C_mRNA	1884	1834	0	0
YNL212W_mRNA	2349	2299	0	0
YDR429C_mRNA	825	775	2	204.209
YCL027W_mRNA	1539	1489	0	0
YCR030C_mRNA	2613	2563	1	30.8744
YGR048W_mRNA	1086	1036	0	0
YPL249C_mRNA	2685	2635	0	0
YLR165C_mRNA	765	715	0	0
YDR220C_mRNA	294	244	0	0
YDR263C_mRNA	1293	1243	0	0
YBR187W_mRNA	843	793	2	199.574
YOR244W_mRNA	1338	1288	0	0
YBR201C-A_mRNA	204	154	0	0
YBR074W_mRNA	2931	2881	2	54.9331
YDL195W_mRNA	3822	3772	1	20.9786
YDR007W_mRNA	675	625	0	0
YOL014W_mRNA	375	325	0	0
YLR059C_mRNA	810	760	1	104.12
YML130C_mRNA	1692	1642	2	96.3839
YBR223C_mRNA	1635	1585	0	0
YCR018C-A_mRNA	255	205	0	0
YER019W_mRNA	1434	1384	3	171.527
YIR016W_mRNA	798	748	0	0
YIL069C_mRNA	408	358	1.75	386.814
YLR440C_mRNA	2130	2080	1	38.0438
YIL102C_mRNA	306	256	0	0
YER042W_mRNA	555	505	0	0
YBL069W_mRNA	1290	1240	1	63.8155
YML116W_mRNA	1629	1579	0	0
YHR058C_mRNA	888	838	0	0
YMR265C_mRNA	1386	1336	0	0
YDL169C_mRNA	672	622	0	0
YPL109C_mRNA	1974	1924	0	0
YPL204W_mRNA	1485	1435	0	0
YLR365W_mRNA	333	283	0	0
YOR047C_mRNA	1335	1285	0	0
YLR222C_mRNA	2454	2404	0	0
YPR183W_mRNA	804	754	3	314.845
YOR396C-A_mRNA	483	433	0.0852105	15.5723
YER077C_mRNA	2067	2017	0	0
YDR348C_mRNA	1500	1450	0	0
YKL030W_mRNA	606	556	1	142.322
YGR295C_mRNA	1146	1096	0.1506	10.8733
YER039C_mRNA	750	700	0	0
YPL230W_mRNA	1176	1126	0	0
YFL007W_mRNA	6432	6382	0	0
YLR371W_mRNA	4071	4021	0	0
YMR061W_mRNA	2034	1984	3	119.654
YPL159C_mRNA	762	712	1	111.139
YMR288W_mRNA	2916	2866	1	27.6103
YMR166C_mRNA	1107	1057	0	0
YHR142W_mRNA	951	901	1	87.8259
YJR111C_mRNA	852	802	0	0
YPL152W_mRNA	1077	1027	0	0
YJR113C_mRNA	744	694	0	0
YDR230W_mRNA	348	298	0	0
YDR131C_mRNA	1671	1621	0	0
YEL020W-A_mRNA	264	214	0	0
YLR116W_mRNA	1431	1381	0	0
YIR040C_mRNA	333	283	0	0
YLR013W_mRNA	426	376	0	0
YBR125C_mRNA	1182	1132	0	0
YPL216W_mRNA	3309	3259	1	24.2808
YOR290C_mRNA	5112	5062	3	46.8972
YEL012W_mRNA	657	607	0	0
YLR179C_mRNA	606	556	4	569.289
YDR297W_mRNA	1050	1000	4	316.525
YBR191W_mRNA	483	433	15.2941	2795.01
YKL060C_mRNA	1080	1030	128	9833.78
YDL215C_mRNA	3279	3229	0	0
YJL205C_mRNA	162	112	0	0
YGL133W_mRNA	3795	3745	1	21.1298
YOR355W_mRNA	1569	1519	2	104.188
YIL061C_mRNA	903	853	1	92.7681
YGR078C_mRNA	600	550	0	0
YJR020W_mRNA	333	283	0	0
YAR068W_mRNA	486	436	0.5	90.7467
YLR417W_mRNA	1701	1651	0	0
YDL129W_mRNA	876	826	0	0
YPR064W_mRNA	420	370	0	0
YPL082C_mRNA	5604	5554	0	0
YMR101C_mRNA	1032	982	0	0
YBR299W_mRNA	1755	1705	0	0
YDL088C_mRNA	1587	1537	0	0
YKR034W_mRNA	810	760	0	0
YOR199W_mRNA	330	280	0	0
YOR005C_mRNA	2835	2785	0	0
YCR081W_mRNA	4284	4234	0	0
YHR143W-A_mRNA	213	163	1	485.467
YMR296C_mRNA	1677	1627	0	0
YMR212C_mRNA	2349	2299	1	34.4198
YDR039C_mRNA	3276	3226	0.333333	8.1764
YFL027C_mRNA	1494	1444	1	54.8
YJL075C_mRNA	417	367	0	0
YBR219C_mRNA	384	334	0	0
YBL032W_mRNA	1146	1096	3	216.6
YFR039C_mRNA	1533	1483	0	0
YER184C_mRNA	2385	2335	1	33.8891
YBR114W_mRNA	2373	2323	0	0
YBR267W_mRNA	1182	1132	1	69.9039
YIL009C-A_mRNA	546	496	0	0
YMR153C-A_mRNA	336	286	0	0
YPL035C_mRNA	348	298	0	0
YDR075W_mRNA	927	877	0	0
YER060W-A_mRNA	1593	1543	2	102.568
YNL135C_mRNA	345	295	3	804.724
YPR107C_mRNA	627	577	0	0
YOL001W_mRNA	882	832	0	0
YNL032W_mRNA	846	796	0	0
YHR060W_mRNA	546	496	0	0
YOR187W_mRNA	1314	1264	0	0
YMR127C_mRNA	1017	967	1	81.8316
YDL223C_mRNA	3141	3091	1	25.6005
YDR156W_mRNA	414	364	0	0
YDR167W_mRNA	621	571	0	0
YLL065W_mRNA	351	301	0	0
YGR281W_mRNA	4434	4384	0	0
YIL060W_mRNA	435	385	0	0
YJL015C_mRNA	285	235	0	0
YPL146C_mRNA	1368	1318	0	0
YGL148W_mRNA	1131	1081	8	585.615
YPR133W-A_mRNA	153	103	1	768.264
YAL044C_mRNA	513	463	2	341.819
YOR151C_mRNA	3675	3625	5	109.146
YNL046W_mRNA	519	469	0	0
YJL003W_mRNA	357	307	0	0
YEL058W_mRNA	1674	1624	1	48.7261
YNL325C_mRNA	2640	2590	0	0
YLR369W_mRNA	1974	1924	0	0
YGL004C_mRNA	1254	1204	0	0
YJL196C_mRNA	933	883	2	179.233
YPR015C_mRNA	744	694	0	0
YMR013C_mRNA	1560	1510	0	0
YHL013C_mRNA	924	874	5	452.695
YER165W_mRNA	1734	1684	2	93.98
YIL089W_mRNA	618	568	0	0
YNL062C_mRNA	1437	1387	1	57.052
YML059C_mRNA	5040	4990	0	0
YML086C_mRNA	1581	1531	2	103.372
YPL036W_mRNA	2844	2794	0	0
YOR161C-C_mRNA	147	97	0	0
YBL061C_mRNA	2091	2041	0	0
YIL166C_mRNA	1629	1579	0	0
YHR216W_mRNA	1572	1522	0	0
YER182W_mRNA	735	685	0	0
YGR190C_mRNA	366	316	1	250.415
YKR005C_mRNA	1578	1528	0	0
YJR162C_mRNA	351	301	0	0
YMR186W_mRNA	2118	2068	27.9005	1067.6
YJL152W_mRNA	360	310	0	0
