target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	856	110	10.7607
YDL245C_mRNA	1704	1654	18.7768	0.950623
YBR232C_mRNA	360	310	61.3626	16.5754
YDR320W-B_mRNA	138	88	2	1.90313
YBR021W_mRNA	1902	1852	108	4.8832
YGR014W_mRNA	3921	3871	1364	29.5062
YKL119C_mRNA	648	598	468.634	65.6227
YPR031W_mRNA	2247	2197	396	15.0934
YKL066W_mRNA	444	394	68	14.4522
YJL076W_mRNA	3570	3520	2776.52	66.0512
YPL174C_mRNA	2607	2557	414	13.5579
YIL003W_mRNA	882	832	400	40.2586
YML066C_mRNA	1110	1060	60	4.73988
YMR129W_mRNA	4014	3964	1470	31.0531
YBR140C_mRNA	9279	9229	1972	17.8926
YGR242W_mRNA	309	259	59.0264	19.0839
YKR047W_mRNA	306	256	60.1263	19.6674
YKL029C_mRNA	2010	1960	3563.18	152.231
YLR154C-G_mRNA	150	100	8520	7134.46
YPL028W_mRNA	1197	1147	2778	202.811
YDL235C_mRNA	504	454	678	125.053
YER091C_mRNA	2304	2254	2876	106.846
YMR121C_mRNA	615	565	461.842	68.449
YDR356W_mRNA	2835	2785	1217.57	36.6093
YDR337W_mRNA	861	811	413	42.6433
YKL008C_mRNA	1257	1207	945	65.5611
YER055C_mRNA	894	844	4840	480.203
YFR004W_mRNA	921	871	1457	140.076
YDR108W_mRNA	2097	2047	241	9.85873
YDL200C_mRNA	567	517	123	19.9222
YJR134C_mRNA	2124	2074	1223	49.3787
YMR135C_mRNA	1368	1318	379.07	24.0838
YGR012W_mRNA	1182	1132	410	30.3291
YNL244C_mRNA	327	277	1005	303.814
YCR024C-A_mRNA	123	73	244	279.891
YOR027W_mRNA	1770	1720	3631	176.774
YBL101C_mRNA	3354	3304	457	11.5824
YLL040C_mRNA	9435	9385	2058	18.3625
YDR181C_mRNA	1446	1396	283	16.9755
YML116W-A_mRNA	303	253	63.5309	21.0274
YPR096C_mRNA	303	253	15	4.96469
YJL210W_mRNA	816	766	176.674	19.3137
YLR216C_mRNA	1116	1066	2350.96	184.675
YGL118C_mRNA	438	388	0	0
YMR021C_mRNA	1254	1204	234	16.2746
YNL079C_mRNA	600	550	5351	814.693
YBL058W_mRNA	1272	1222	1692	115.945
YJR127C_mRNA	4143	4093	804.513	16.4594
YLR088W_mRNA	1845	1795	730	34.0549
YKL128C_mRNA	888	838	890	88.934
YLR100W_mRNA	1044	994	1033.87	87.0966
YKL106C-A_mRNA	120	70	1	1.19625
YBR080C_mRNA	2277	2227	999	37.5636
YOR292C_mRNA	930	880	117	11.1333
YNL219C_mRNA	1668	1618	662	34.2611
YPR179C_mRNA	1968	1918	499	21.7858
YOL062C_mRNA	1476	1426	553	32.4734
YDR540C_mRNA	540	490	39	6.66485
YER087W_mRNA	1731	1681	245.394	12.2241
YOL140W_mRNA	1272	1222	368	25.2173
YFL009W_mRNA	2340	2290	741.352	27.1088
YLL004W_mRNA	1851	1801	323	15.0179
YKL057C_mRNA	3114	3064	909	24.8426
YPL130W_mRNA	672	622	1	0.134627
YDL046W_mRNA	522	472	471	83.5604
YPL072W_mRNA	1500	1450	109.365	6.31585
YPR150W_mRNA	522	472	3.57972	0.635081
YER180C_mRNA	804	754	163	18.1025
YGL157W_mRNA	1044	994	617	51.9781
YDR252W_mRNA	450	400	50	10.4672
YLR037C_mRNA	375	325	13.8387	3.56561
YMR307W_mRNA	1680	1630	9689	497.752
YIL116W_mRNA	1158	1108	699	52.8274
YAL040C_mRNA	1743	1693	905	44.7624
YGL232W_mRNA	870	820	1623	165.74
YHR181W_mRNA	687	637	365	47.9816
YBR051W_mRNA	351	301	4.85234	1.34991
YPL259C_mRNA	1428	1378	901	54.7517
YDR461C-A_mRNA	243	193	65	28.2019
YJL087C_mRNA	2484	2434	475	16.3416
YIR005W_mRNA	447	397	116	24.4675
YDL080C_mRNA	1830	1780	381	17.9237
YJL209W_mRNA	1965	1915	296	12.9433
YLR286C_mRNA	1689	1639	5731	292.801
YEL044W_mRNA	501	451	365	67.7701
YOR371C_mRNA	2694	2644	653	20.6811
YLR071C_mRNA	3249	3199	1227	32.1183
YBL050W_mRNA	879	829	788	79.5964
YOR025W_mRNA	1344	1294	363	23.4906
YHL001W_mRNA	417	367	3015.9	688.134
YJR042W_mRNA	2235	2185	1156	44.3025
YNL185C_mRNA	477	427	130.712	25.6335
YBR129C_mRNA	987	937	566	50.5823
YKL145W_mRNA	1404	1354	2091	129.317
YIL015W_mRNA	1764	1714	1153	56.3301
YPL018W_mRNA	1110	1060	141	11.1387
YLR160C_mRNA	1089	1039	435	35.0587
YIL047C_mRNA	2709	2659	1330.54	41.9018
YBL039C-A_mRNA	84	34.0145	0	0
YOR061W_mRNA	1020	970	1259	108.687
YJR005C-A_mRNA	282	232	14	5.05314
YLR352W_mRNA	2424	2374	232	8.18331
YDR068W_mRNA	933	883	886	84.0223
YJL128C_mRNA	2007	1957	717	30.6796
YPL228W_mRNA	1650	1600	526	27.5288
YML036W_mRNA	546	496	153	25.8304
YKL114C_mRNA	1104	1054	705	56.0106
YDR078C_mRNA	672	622	104	14.0012
YCR105W_mRNA	1086	1036	34	2.74815
YJR083C_mRNA	930	880	224	21.3151
YDR248C_mRNA	582	532	135	21.2493
YPL199C_mRNA	723	673	1563	194.476
YNL136W_mRNA	1278	1228	708	48.2788
YLL045C_mRNA	771	721	7935.75	921.667
YOR316C-A_mRNA	210	160	7	3.66353
YNL264C_mRNA	1053	1003	578	48.2557
YLR320W_mRNA	4365	4315	357	6.92802
YBR028C_mRNA	1578	1528	440	24.113
YKL098W_mRNA	1074	1024	155	12.6752
YBR063C_mRNA	1215	1165	194.854	14.0057
YJL052C-A_mRNA	120	70	1	1.19625
YPR060C_mRNA	771	721	807	93.726
YLL013C_mRNA	2640	2590	985	31.8462
YKR067W_mRNA	2232	2182	271	10.4001
YLR040C_mRNA	675	625	89.1676	11.9467
YMR093W_mRNA	1542	1492	945	53.0377
YIL058W_mRNA	285	235	29	10.3336
YHR136C_mRNA	447	397	355	74.8789
YBR078W_mRNA	1290	1240	7204	486.49
YCL054W_mRNA	2526	2476	2252	76.1622
YIL072W_mRNA	1818	1768	31	1.46825
YOR231C-A_mRNA	201	151	0	0
YCR016W_mRNA	873	823	1266	128.812
YEL020C_mRNA	1683	1633	169	8.66607
YPL025C_mRNA	558	508	5	0.824191
YDL136W_mRNA	363	313	6055.51	1620.05
YBR211C_mRNA	975	925	175	15.8423
YJL077W-A_mRNA	87	37.0051	5.17972	11.7211
YOR076C_mRNA	2244	2194	534	20.381
YDR104C_mRNA	3738	3688	341	7.74257
YBR279W_mRNA	1338	1288	1397	90.8243
YLR067C_mRNA	2898	2848	237	6.96835
YHR219W_mRNA	1875	1825	461.135	21.1586
YGR249W_mRNA	1371	1321	165	10.4593
YLR456W_mRNA	615	565	84	12.4495
YGR283C_mRNA	1026	976	520	44.6144
YDL027C_mRNA	1263	1213	277.483	19.1556
YKR023W_mRNA	1593	1543	379	20.5681
YGR028W_mRNA	1089	1039	249	20.0681
YCL001W-A_mRNA	462	412	12	2.43897
YDR052C_mRNA	2115	2065	877.084	35.5666
YFR035C_mRNA	345	295	87.0231	24.7021
YJL102W_mRNA	2460	2410	182	6.32377
YNL336W_mRNA	1146	1096	155.412	11.8739
YGL006W_mRNA	3522	3472	623	15.0255
YDR217C_mRNA	3930	3880	902	19.4669
YMR194C-A_mRNA	225	175	9	4.30652
YKL033W_mRNA	3117	3067	392	10.7027
YOR223W_mRNA	879	829	201	20.3031
YOR032W-A_mRNA	201	151	5	2.77278
YBR260C_mRNA	2001	1951	510	21.8894
YLR359W_mRNA	1449	1399	5571	333.455
YHR062C_mRNA	882	832	364	36.6353
YDR022C_mRNA	591	541	109	16.8714
YDR459C_mRNA	1125	1075	156	12.1517
YNL184C_mRNA	327	277	55.2884	16.7138
YDR293C_mRNA	3753	3703	1794	40.5686
YPL195W_mRNA	2799	2749	1511	46.0269
YMR173W_mRNA	1293	1243	901.816	60.7531
YDR374W-A_mRNA	270	220	40	15.2251
YAL007C_mRNA	648	598	940	131.628
YGL235W_mRNA	537	487	4.42535	0.760923
YGL134W_mRNA	1302	1252	255	17.0552
YER001W_mRNA	2289	2239	722	27.0025
YDR366C_mRNA	399	349	8192.88	1965.77
YHR023W_mRNA	5787	5737	2963	43.2482
YDR430C_mRNA	2970	2920	571.838	16.3988
YGR002C_mRNA	1431	1381	484	29.3477
YNL220W_mRNA	1302	1252	4141	276.964
YBR109W-A_mRNA	225	175	7	3.34951
YHR110W_mRNA	639	589	382	54.3087
YKL136W_mRNA	399	349	64.793	15.5462
YLL067C_mRNA	3618	3568	1192	27.9751
YPL078C_mRNA	735	685	869	106.231
YBR073W_mRNA	2877	2827	1053	31.1906
YPL119C_mRNA	1854	1804	118	5.47731
YOR135C_mRNA	342	292	372.9	106.938
YPL212C_mRNA	1635	1585	1558	82.3114
YGL179C_mRNA	1683	1633	125	6.40981
YNL159C_mRNA	870	820	211	21.5472
YFR048W_mRNA	1989	1939	396	17.1017
YDR016C_mRNA	285	235	103	36.7021
YKL215C_mRNA	3861	3811	579	12.7222
YML035C_mRNA	2433	2383	1336	46.9466
YDL059C_mRNA	717	667	86	10.7968
YOR257W_mRNA	486	436	365	70.1016
YNL144C_mRNA	2223	2173	193.021	7.43819
YIL172C_mRNA	1770	1720	29.2721	1.42511
YOR301W_mRNA	1308	1258	537	35.745
YHR157W_mRNA	549	499	17	2.85279
YPR152C_mRNA	1398	1348	229	14.2255
YDR442W_mRNA	393	343	17.3473	4.23506
YPL008W_mRNA	2586	2536	318	10.5002
YMR086C-A_mRNA	339	289	49.6245	14.3787
YGL032C_mRNA	264	214	177	69.2598
YEL077C_mRNA	3834	3784	427.437	9.45894
YGR174W-A_mRNA	87	37.0051	0	0
YOR148C_mRNA	558	508	173	28.517
YHL048W_mRNA	1146	1096	305.792	23.3634
YDR114C_mRNA	303	253	15.1473	5.01346
YDR194W-A_mRNA	153	103	1	0.812989
YML062C_mRNA	1179	1129	629	46.6529
YPR085C_mRNA	1332	1282	273	17.8318
YBL095W_mRNA	813	763	101.989	11.1932
YAR028W_mRNA	705	655	188	24.0347
YGR054W_mRNA	1929	1879	1774	79.0585
YOR096W_mRNA	573	523	14460.4	2315.26
YMR022W_mRNA	498	448	280	52.3361
YCR027C_mRNA	630	580	153	22.0895
YDL183C_mRNA	963	913	86	7.88768
YJL225W-A_mRNA	483	433	21.7074	4.19799
YNL278W_mRNA	3183	3133	379	10.1298
YLR395C_mRNA	237	187	120	53.7355
YDR446W_mRNA	909	859	4	0.389932
YKL023W_mRNA	834	784	330	35.2468
YPL106C_mRNA	2082	2032	15250	628.446
YOR366W_mRNA	354	304	0	0
YIR021W_mRNA	1092	1042	128.562	10.3316
YJL175W_mRNA	513	463	20.488	3.70544
YLL022C_mRNA	1158	1108	547	41.3399
YDR441C_mRNA	546	496	186	31.4017
YPR002C-A_mRNA	198	148	1377.62	779.453
YOR299W_mRNA	2241	2191	824.062	31.4948
